id,approximation,detail_level_1,detail_level_2,detail_level_3,detail_level_4
tt4779682,[ 2.87290308 -5.5081734 ],[4.74894137 0.51530161],[3.49410331 0.4455394  0.23475694 0.        ],"[ 3.97498483  0.79465763 -0.498448   -0.21430943 -0.30242496 -0.11397732
  0.        ]","[ 3.27399225 -0.32193827  1.70020755 -1.09697606  0.38475973 -0.96340082
  0.77636674  0.05252803  0.03190002  0.33653886 -0.0067053   0.25603768
  0.        ]"
tt4786282,[ 2.99957282 -5.51444326],[5.69400802 0.23383204],[3.5154612  0.83639914 0.08123366 0.        ],"[ 3.39004301  0.91023541  0.02351985 -0.09119306 -0.0325388  -0.09704315
  0.        ]","[ 3.00772578 -0.42581366  1.29053668 -0.73578002  0.2591662  -0.27719761
  0.11511399  0.10926396  0.03836819  0.12840355 -0.02156504  0.0930965
  0.        ]"
tt4795124,[ 2.69579558 -4.96219264],[4.67344923 0.21814351],[3.06006744 0.84738935 0.19894403 0.        ],"[ 4.49514694  0.64126477  0.03655394 -0.28656688  0.09136141 -0.01150902
  0.        ]","[ 3.04604162 -0.41062564  1.8854076  -1.08657134  0.83611277 -0.66251039
  0.15664437 -0.19549373  0.18688955  0.05246613  0.01078476  0.03988447
  0.        ]"
tt4799050,[ 2.67325359 -4.7734406 ],[6.20091088 0.02698685],[3.56658099 0.63027437 0.02177781 0.        ],"[2.66422874e+00 1.75112052e+00 4.52440434e-01 4.30770980e-02
 2.13260964e-02 1.55083275e-03 0.00000000e+00]","[ 3.21546097e+00 -6.01812222e-01  1.40011490e+00  5.51367410e-02
  2.62362087e-01  5.68468975e-02  2.52947374e-02  3.23771425e-02
  7.20835272e-03  5.67573685e-03 -8.14360247e-05  7.02727137e-03
  0.00000000e+00]"
tt4823776,[ 3.61067288 -6.92215839],[5.70251098 0.64695135],[2.63933828 1.94727082 0.31468678 0.        ],"[ 1.74579416  0.72020839  1.254128   -0.60279985 -0.09286278  0.07945075
  0.        ]","[ 2.10645583 -0.28371107  0.78054183 -0.85736571 -0.10799534  0.32002152
 -0.18928322  1.05299392 -0.30498254  0.63351805 -0.3954594   0.29324206
  0.        ]"
tt4824308,[ 2.67771096 -4.87412285],[5.14052903 0.14624718],[3.05465585 0.59157379 0.11356674 0.        ],"[ 3.58617752e+00  1.25635311e+00 -2.21244335e-01 -2.54391084e-01
  2.03259705e-04 -1.94070419e-02  0.00000000e+00]","[ 3.76317437e+00 -8.66828617e-01  2.30344630e+00 -7.81634771e-01
  3.00156776e-01 -3.88942919e-01  6.72994889e-02 -2.78157757e-03
  1.76413295e-02  5.41891243e-02 -4.43858994e-03  4.84176952e-02
  0.00000000e+00]"
tt4846340,[ 0.6278049  -0.71861457],[-3.73650708 -0.51104962],[-3.44172814  2.18982166  0.71116348  0.        ],"[ 0.0150813  -4.42353816 -2.45097038  0.76312005  1.32484236  1.64531231
  0.        ]","[ 0.10283338 -0.0325815  -0.42475928  2.53548361 -1.37938075  1.54058115
 -1.94771759  0.98815363 -1.92302371  0.52065821 -0.78405357  0.06597562
  0.        ]"
tt4877122,[ 2.93619575 -5.69599279],[5.66192937 0.61211473],[3.56732085 0.77471492 0.52480132 0.        ],"[ 3.10700178  1.11556127 -0.13546794 -0.17725487 -0.47847912 -0.16880273
  0.        ]","[ 3.52256533e+00 -2.36889660e-01  1.02117315e+00 -5.52336668e-01
  1.59520767e-01 -4.03272032e-01  1.12586534e-01 -2.32880921e-02
  6.31104992e-02  1.58275788e-02 -1.04120281e-03  2.42732025e-01
  0.00000000e+00]"
tt4881806,[ 2.632893 -4.946471],[5.55221518 0.34170729],[3.56907157 0.41675858 0.17891687 0.        ],"[ 4.03953280e+00  9.98689596e-01 -3.27966318e-03 -1.94016124e-01
 -2.99768640e-02  1.59120307e-03  0.00000000e+00]","[ 3.44132628e+00 -1.78747624e-01  1.13148472e+00 -1.26490409e-01
  2.01240020e-01 -2.76260582e-01  9.00572180e-02  1.92145827e-04
  4.01122025e-02  1.22286495e-01  2.49324004e-02  8.96275591e-02
  0.00000000e+00]"
tt4899370,[ 3.10900612 -5.68073657],[6.01306875 0.19750446],[2.84653194 0.62315748 0.14392054 0.        ],"[2.6568256  1.54558831 0.26427925 0.22299973 0.02848877 0.03275857
 0.        ]","[ 2.69222288 -0.24919689  2.17429372 -0.79181504  0.31787795 -0.23726893
  0.2647422   0.02325303  0.02593384  0.05575109  0.03264694  0.02649872
  0.        ]"
tt4912910,[ 2.86315819 -5.62610708],[5.73941065 0.68920466],[3.08701033 0.64636336 0.44276169 0.        ],"[ 3.2559427   1.21974443 -0.01639133 -0.44855752 -0.55402073 -0.15913551
  0.        ]","[ 3.01992598 -0.42590187  1.91336    -0.89506626  0.3609512  -0.48369054
  0.11951532  0.03904479  0.02969411  0.01442266 -0.02695356  0.26066012
  0.        ]"
tt4913966,[ 2.13051988 -3.88711589],[4.78071571 0.12796071],[4.13193471 0.36744148 0.10160628 0.        ],"[ 4.54414022e+00  6.35086139e-01 -1.25758236e-02 -7.82173189e-02
 -6.00398186e-02  4.49360925e-03  0.00000000e+00]","[ 4.18396013 -0.06566439  1.13254119 -0.48210424  0.19367055 -0.22810145
  0.0617209   0.01371986  0.01916376  0.01510886  0.00811715  0.02960664
  0.        ]"
tt4916630,[-1.63366381 -0.34873336],[-0.62874775  1.00812465],[-2.2701467  -1.24813221  0.28902322  0.        ],"[-0.35762335 -0.45913348  2.76832375  2.09896423 -0.05441289 -0.67066299
  0.        ]","[ 2.95796036e-02 -5.76313059e-01  1.42963761e-03 -6.83871833e-01
  5.25588144e+00 -2.50867801e+00  2.00232287e+00 -2.00587050e+00
  1.45952772e+00 -1.36124257e+00 -5.99088720e-03 -3.06971639e-01
  0.00000000e+00]"
tt4919268,[ 2.9716457  -5.64119084],[5.48879975 0.46062663],[2.57807289 0.63379813 0.22893439 0.        ],"[ 3.58204099  1.07995049 -0.0382883  -0.25793577 -0.15581371 -0.06880805
  0.        ]","[ 3.17946664e+00 -5.77236370e-01  2.28505651e+00 -9.00320793e-01
  4.54052215e-01 -4.80938068e-01  5.23794742e-02  1.27566897e-01
  8.71228231e-03  2.42077137e-01 -2.58501836e-03  1.82416988e-01
  0.00000000e+00]"
tt4925292,[-1.44323173 -2.29711496],[-1.54347128  1.15605011],[-3.09267912  0.32766995 -0.61464105  0.        ],"[-0.77787812 -1.3383158  -2.09139471 -4.6513693  -3.54977587 -1.60650946
  0.        ]","[ 0.20726316 -1.45658392  0.92852094 -2.03857439  0.05355945 -0.12344353
 -0.93951373  2.1746518  -1.3416464   2.78599573 -1.070914    1.63740532
  0.        ]"
tt4935462,[-1.30226385 -3.63622622],[-0.93748586  2.9800971 ],[-3.12413132  1.14849441 -0.77656269  0.        ],"[-0.54366839 -1.45958996 -3.75086166 -4.70817345 -2.83613354 -1.09706364
  0.        ]","[ 0.07892661 -0.93820929  0.35955239 -1.64989815  0.50709665 -1.51060297
  0.28750452  1.07083516 -0.9150784   2.1306422  -1.07572989  2.74831259
  0.        ]"
tt4960748,[-1.15069381  0.1344258 ],[1.6861568  0.21927593],[-2.97845057 -0.65204185  0.13474947  0.        ],"[-0.22368316 -2.50569488 -4.71047369 -2.06476531 -0.28512978 -0.20501207
  0.        ]","[ 0.3192486  -0.84941198  0.4856277  -2.67147109  0.88359723 -2.07799509
  0.48144691 -0.20635437  0.05187812  0.2211376  -0.08269115  0.11682836
  0.        ]"
tt4964788,[-0.88913326 -1.26790137],[-0.9424045  -0.02642323],[-2.3328111   0.99158879 -0.74957153  0.        ],"[-0.49884989 -1.10306595 -4.02174329 -5.06828679 -3.5619485  -0.96051497
  0.        ]","[ 0.45305761 -1.49688115  1.80742712 -2.69407554  0.42394972 -1.9481025
 -0.03522371  1.41841519 -0.94942493  1.96867303 -0.54126039  1.06289271
  0.        ]"
tt4971344,[ 0.38791428 -3.50586523],[-3.5578961  3.6208798],[-0.7642225  -3.75730411  3.17736752  0.        ],"[-0.0665603  -0.03489665 -1.02964174 -6.09692579  1.39813882  0.87409704
  0.        ]","[ 0.52195902 -0.99926183  1.01869209 -1.08285466  0.40996723 -1.1836824
  0.22694583  0.21730388  0.59612651  0.93008217  0.34666523  0.28756073
  0.        ]"
tt4972582,[ 2.74573704 -5.35831901],[4.78300107 0.61329693],[2.60100672 0.23476016 0.39641813 0.        ],"[ 3.19948478  0.44320082 -0.70387409 -0.65973211 -0.16691983 -0.07909074
  0.        ]","[ 3.93510839 -1.4483584   2.36731314 -1.65630416  0.17443259 -0.8043153
  0.22662372 -0.06193071  0.13219513  0.3988529  -0.02861294  0.23336964
  0.        ]"
tt4975722,[-0.74625364 -3.17957653],[-0.87318317  1.8055501 ],[-2.11695945 -0.12197874 -1.13502398  0.        ],"[-0.58215964 -1.80765627 -4.04607328 -4.61786788 -3.26562934 -1.03059851
  0.        ]","[ 0.69428353 -2.04092265  1.94970144 -2.95693495  0.73314024 -1.13615342
 -0.13846383  2.03322319 -1.35798798  3.18900549 -1.87657196  2.56397656
  0.        ]"
tt4981636,[ 2.54687788 -4.61029451],[5.37906361 0.10608635],[3.16062568 0.66511952 0.11694531 0.        ],"[ 3.99698755  0.84723789 -0.48466779 -0.14812044 -0.04381615 -0.10398372
  0.        ]","[ 2.36562534 -0.97890608  2.64657668 -1.22912065  0.40731212 -0.66629517
  0.1480843   0.00440492  0.04844321  0.17095128 -0.01650725  0.05486327
  0.        ]"
tt5001718,[ 2.92892187 -5.29156155],[5.37260293 0.10875772],[2.618885   0.94522972 0.10373647 0.        ],"[3.45274979 1.29308781 0.12423397 0.31941064 0.03214218 0.01812566
 0.        ]","[ 4.04110559 -1.06031431  1.17031651 -0.82080034  0.23325427 -0.18753214
  0.08824585  0.09077319  0.04007338  0.03502786  0.0099968   0.00626079
  0.        ]"
tt5013056,[ 3.06257566 -5.94517928],[5.44729752 0.64362899],[ 3.27167348  0.86658394 -0.01025159  0.        ],"[ 3.43044584  0.66488019 -0.11134891 -0.25654438 -0.13275791 -0.33832257
  0.        ]","[ 3.11249612 -0.47725643  1.57836602 -0.88284411  0.46746177 -0.55910453
  0.14749981  0.13064276  0.02166089  0.23230182 -0.01878467  0.23143775
  0.        ]"
tt5027774,[-1.50865536 -0.04344045],[ 0.25788542 -0.30398671],[-3.41898595  0.29965209 -0.35279781  0.        ],"[-0.63814575 -1.99423263 -5.91560439 -3.93048048 -1.85830144 -0.69896627
  0.        ]","[ 0.18972724 -1.26628609  0.67922675 -0.892908   -0.28372202 -1.53889546
  0.23349532  0.75603836 -0.31254044  1.03775273 -0.21067102  0.05371138
  0.        ]"
tt5028340,[ 1.52661099 -0.1566503 ],[0.61606051 0.30992938],[ 4.19754024 -0.04864368 -0.05466792  0.        ],"[-0.73814312 -0.13003902  0.19844783  0.60568836  0.24390955 -0.184372
  0.        ]","[-1.31953874  0.09800118  0.67138608  0.00360743  0.96853342 -0.54865983
  1.14156131 -0.62299998  0.64902366 -0.5975626   0.15998061 -0.19238466
  0.        ]"
tt5033998,[ 2.26582065 -4.02349861],[ 5.54977595 -0.00594897],[ 3.54936264  0.38978569 -0.00492148  0.        ],"[ 4.02645434e+00  1.06250875e+00  2.05994526e-01  3.29229541e-02
  1.42280179e-03 -4.89715545e-03  0.00000000e+00]","[ 4.13096425e+00 -2.96256681e-01  1.11617612e+00 -3.31065199e-01
  1.09635248e-01  1.08703897e-02  2.17888147e-02  1.08602489e-02
  2.67236418e-03  8.36401420e-03 -1.03889692e-02  1.06206061e-02
  0.00000000e+00]"
tt5052448,[ 3.49240864 -6.79347242],[4.89901991 0.75181622],[1.44720293 1.20575976 0.34249571 0.        ],"[ 2.2893837   0.6400052  -0.49321964 -0.79093698 -0.36876257 -0.21905833
  0.        ]","[ 2.48940586 -1.20134237  2.69556563 -2.05624971  0.65109628 -0.98017879
  0.20610396  0.17088587  0.01991098  0.56593367 -0.09554322  0.43993402
  0.        ]"
tt5052474,[ 2.71798087 -4.93548565],[5.58539551 0.13309671],[4.18809895 0.68807425 0.11446274 0.        ],"[ 3.57196199  0.87051312  0.15703958  0.07525544 -0.01519138  0.01084285
  0.        ]","[ 3.0030186   0.32445949  1.30268458 -0.46695681  0.26192289 -0.23829873
  0.08011862  0.01527982  0.01517033  0.04776806  0.00789461  0.02267325
  0.        ]"
tt5074352,[ 3.09720084 -5.65484509],[6.38304365 0.19119891],[3.08564553 0.67939006 0.16932218 0.        ],"[-0.941757    2.45601733  0.79222496  0.45324939  0.13650559 -0.00410975
  0.        ]","[-2.24876256  1.7490789  -0.35016247  1.02236537  0.55346592  0.21368607
  0.26414776 -0.09106873  0.22302121 -0.09074218  0.02691021 -0.03834986
  0.        ]"
tt5083738,[-1.79739098 -2.03492828],[-1.68781669  0.93698476],[-2.94862417  1.27375036 -0.12746438  0.        ],"[-0.82195936 -1.22784932 -3.22398172 -3.99952425 -0.09385056 -1.27345949
  0.        ]","[ 0.46226906 -1.82654496  1.31388344 -1.97367377  0.54326807 -1.36868526
  0.3788603   0.42968209  0.63237404  0.79933256 -0.44569881  1.59101233
  0.        ]"
tt5090568,[ 2.48568377 -4.71505158],[4.73398779 0.38064628],[3.81924241 0.31510372 0.27379369 0.        ],"[ 4.63030516  0.84859402 -0.03747924 -0.07834584 -0.13758494  0.04537472
  0.        ]","[ 3.66060929  0.12356203  1.32764034 -0.62294256  0.24533847 -0.34604888
  0.24060743 -0.01270761  0.03647275  0.16420222  0.05977449  0.0646223
  0.        ]"
tt5095030,[ 2.59444174 -4.91100649],[5.04648423 0.38399865],[3.77509429 0.54590522 0.20814437 0.        ],"[ 4.06343516  0.84374173  0.18154414 -0.15777286 -0.05538559 -0.04725298
  0.        ]","[ 3.71739982 -0.07123824  1.18873984 -0.58845183  0.24444319 -0.24185504
  0.07733001  0.02444043  0.05978829  0.15536552  0.01328677  0.13363332
  0.        ]"
tt5104604,[-0.40738531 -0.77924451],[0.4419432  0.33510748],[-0.8250516   1.33853761 -0.47970881  0.        ],"[-0.85292207 -2.39338058 -4.90336272 -4.63829543 -2.47034282 -0.42035958
  0.        ]","[ 0.79848703 -0.93141549  1.65409806 -2.96832622  0.81628902 -2.31957533
  0.47272285  0.45459646 -0.5022317   0.91251184 -0.28328019  0.65788307
  0.        ]"
tt5108870,[ 1.9715884  -3.59234528],[4.42240155 0.11224187],[3.98335183 0.2783453  0.07988836 0.        ],"[ 4.81300682  0.51007461 -0.02391394 -0.16812674 -0.02556203 -0.00835788
  0.        ]","[ 4.59508251 -0.24215629  1.11049636 -0.40707221  0.17440809 -0.17720547
  0.03588856  0.01515352  0.02306318  0.08081994 -0.01138667  0.04208766
  0.        ]"
tt5109280,[ 2.51042793 -1.47217534],[3.1428758  1.51414914],[2.03175073 0.432198   0.09153745 0.        ],"[ 3.02438408 -0.09604149 -2.87443548 -1.70954285 -0.65295669 -0.60291
  0.        ]","[ 3.8278975  -1.986649    3.36723959 -2.91960869  0.56738973 -1.50564765
  0.11230159  0.41105168 -0.38122581  1.39084666 -0.82073277  1.4366289
  0.        ]"
tt5113040,[ 2.84705923 -5.43375377],[5.70143034 0.47869088],[3.37219493 0.54801755 0.24694204 0.        ],"[ 3.4574422   1.45030443 -0.08786647 -0.13639518 -0.03269094  0.13061396
  0.        ]","[ 3.13586943 -0.37214647  1.43179865 -0.15259208  0.16742227 -0.36192251
  0.11974033  0.12063134  0.02064515  0.14336303  0.11150988  0.07328447
  0.        ]"
tt5113044,[ 2.88711991 -5.4642829 ],[5.34667415 0.42637536],[4.15976477 0.64642704 0.23660353 0.        ],"[ 3.55795253  0.76238815 -0.04832967 -0.09147949 -0.05887221 -0.04945256
  0.        ]","[ 2.96200618  0.22314603  1.21744032 -0.55841785  0.28106991 -0.35453324
  0.14021588  0.04986362  0.06057171  0.16653571  0.01089524  0.16689504
  0.        ]"
tt5117670,[ 2.82197118 -0.53231245],[2.31712221 0.21244627],[ 2.53287138  0.73796414 -0.34718041  0.        ],"[ 3.1094513   1.63872273 -1.9344888  -2.07061049 -0.91674275 -0.49834027
  0.        ]","[ 3.06100304 -1.54863667  3.59282676 -3.1265976   0.83412934 -1.56431634
  0.19233548  0.18628598 -0.11701163  0.73573294 -0.34108978  0.45735241
  0.        ]"
tt5140878,[ 2.7992784  -5.28195265],[4.77782667 0.39273136],[3.89049665 0.54190508 0.28944512 0.        ],"[ 3.70950142  0.90719328 -0.54154648 -0.17356459 -0.23000999  0.01397427
  0.        ]","[ 3.65671997e+00 -4.30144308e-01  1.49198211e+00 -6.35959840e-01
  3.12417879e-01 -8.04664293e-01  5.13577598e-01  2.75225073e-01
  6.66587270e-03  3.35577681e-01  2.93864099e-03  1.06622159e-01
  0.00000000e+00]"
tt5151570,[ 3.82796058 -7.27477699],[5.8614029  0.60366052],[2.09538872 1.42471407 0.35908747 0.        ],"[ 2.0285014   1.11380919  0.29927529  0.07715195 -0.03782453 -0.04467116
  0.        ]","[ 2.24605210e+00 -1.90229347e-01  1.26275187e+00 -5.66035830e-01
  2.25209659e-01 -3.87337712e-01  1.46077715e-01  6.32759767e-02
  7.55889113e-02  2.46100238e-01  1.55918767e-03  1.99736589e-01
  0.00000000e+00]"
tt5164214,[ 3.02213712 -5.74124912],[5.0300032  0.47386402],[3.68555019 0.47470351 0.29024032 0.        ],"[ 3.73416282  0.73643529 -0.28457552  0.07604222 -0.07298115  0.00793617
  0.        ]","[ 3.38644612 -0.13459806  1.34409083 -0.79485453  0.21599738 -0.50330275
  0.01079552  0.1584593   0.08285838  0.1900242   0.06309695  0.11654755
  0.        ]"
tt5164432,[ 3.25610501 -5.98017789],[5.36777077 0.24627441],[2.00660025 1.48482872 0.22207118 0.        ],"[ 2.89658048  0.45935863 -0.06438628 -0.21584536 -0.05818943  0.01224211
  0.        ]","[ 3.42537405 -1.22679762  1.91876833 -0.88320675  0.30223176 -0.4376401
  0.12837486  0.05131686  0.01342695  0.15273819  0.02118559  0.03873793
  0.        ]"
tt5208252,[ 2.73238485 -4.92233401],[5.76995563 0.08326407],[3.92055035 0.78491736 0.07220449 0.        ],"[1.02500811 1.80278832 0.65356799 0.18421265 0.05166946 0.0109242
 0.        ]","[-2.55190360e+00  3.39246278e+00 -4.27512118e-01  2.80750230e-01
  6.05249643e-01  1.18505316e-01  1.81068143e-01 -1.86596381e-03
  6.46160261e-02 -5.26431843e-03  1.10162158e-02  1.25313528e-03
  0.00000000e+00]"
tt5220122,[ 3.14189178 -6.01876477],[5.34192414 0.55694492],[2.70711325 0.87833271 0.31088487 0.        ],"[ 3.29074868  1.60275071  0.43009469  0.11549349 -0.06256894 -0.08200444
  0.        ]","[-0.61558255  0.77090896  1.18634883  0.2341281   0.54621652 -0.20579014
  0.17656118 -0.31379366  0.10923172 -0.12744646  0.05150541  0.04717232
  0.        ]"
tt5259966,[ 2.74442971 -5.1225148 ],[4.93327519 0.31310826],[3.05990292 0.74792008 0.16364211 0.        ],"[ 5.03642377  1.09436411 -0.0507126  -0.27073005 -0.16716818 -0.06015723
  0.        ]","[ 0.59724944 -0.86659561  2.44355849 -1.21964276  0.70543683 -0.68222144
  0.18580984 -0.11494423  0.03431984  0.0868939   0.01191228  0.120452
  0.        ]"
tt5270948,[ 2.82792742 -5.23686777],[5.62044696 0.2692816 ],[2.84491018 0.78687106 0.20044178 0.        ],"[ 3.543518    0.76060301  0.2228452  -0.06009183 -0.08042284  0.02106832
  0.        ]","[ 3.61794158 -0.49302528  1.82462594 -0.98696589  0.25452813 -0.2263519
  0.08300611 -0.01403295  0.01283175  0.10603247  0.01050564  0.04381547
  0.        ]"
tt5294550,[ 3.18422475 -5.73579177],[6.67408812 0.09636141],[4.00401033 1.04533564 0.07725589 0.        ],"[-0.05571173  0.25857613  0.46334129  0.23800096  0.12598331  0.07159799
  0.        ]","[ 1.26561597e+00  7.30800605e-01 -3.70277689e-01  1.46768846e+00
 -7.32245838e-02  4.10204722e-01 -2.63820997e-02  4.27575564e-03
 -2.53603179e-02 -1.68830480e-04  5.92408006e-02  7.49673323e-03
  0.00000000e+00]"
tt5301662,[ 2.84381513 -5.33555874],[4.92777326 0.35985521],[3.02267942 0.49376258 0.3136916  0.        ],"[ 3.8064542   0.67136776 -0.15089427 -0.5316638   0.02321852  0.00809159
  0.        ]","[ 3.84560006e+00 -7.55433639e-01  1.78848351e+00 -1.07477593e+00
  3.44674022e-01 -4.95374532e-01  6.79442888e-02  1.72316326e-01
  4.75178592e-02  1.17563152e-01 -1.03572710e-03  8.16436635e-02
  0.00000000e+00]"
tt5308322,[ 2.26363047 -4.08116694],[4.50782941 0.07320212],[3.5626341  0.53341775 0.06449645 0.        ],"[ 4.32446106e+00  4.74384833e-01 -1.07906316e-01 -1.44282704e-01
  1.96190415e-03  7.87876181e-03  0.00000000e+00]","[ 4.74322069e+00 -7.69949343e-01  1.37443779e+00 -8.38130797e-01
  2.24679076e-01 -3.32600025e-01  7.45340939e-02  1.15209091e-01
  1.83461018e-02  2.65789006e-02  4.55159095e-03  1.15645751e-02
  0.00000000e+00]"
tt5311514,[ 2.657066   -4.85959634],[5.4425388  0.17475872],[4.29330557 0.63009563 0.13593799 0.        ],"[ 3.31952869  0.74803164 -0.00958353  0.02037844 -0.03030052  0.01007901
  0.        ]","[ 3.62601795 -0.17534312  1.2628944  -0.30250086  0.02608639 -0.29106235
  0.06880064 -0.01300454 -0.01636104  0.08189994  0.00576539  0.04240254
  0.        ]"
tt5314190,[ 2.35553499 -4.29856735],[5.71068616 0.14264947],[3.97799477 0.14263108 0.24077047 0.        ],"[ 3.79518661  1.52923615 -0.03869935  0.01996169  0.34783477  0.12081196
  0.        ]","[ 2.27404816 -0.42323359  1.82412681  0.5743239  -0.04036188  0.12732391
 -0.11149415  0.07491734 -0.03210587  0.02552285  0.02259423 -0.04218364
  0.        ]"
tt5325452,[ 2.52043984 -4.53904389],[5.32494751 0.07490822],[2.5734924  0.68153088 0.06972726 0.        ],"[ 3.62894522  1.33647007 -0.1650081  -0.12591377  0.00946389 -0.011826
  0.        ]","[ 3.68670493 -1.18390408  2.43980223 -1.14767168  0.32946505 -0.2722972
  0.06015871  0.0348429   0.0277147   0.0572349  -0.00421168  0.02185192
  0.        ]"
tt5360952,[ 2.13448204 -3.7954476 ],[5.69061948e+00 1.04511601e-03],[4.61771499e+00 1.14514268e-01 2.26062412e-03 0.00000000e+00],"[ 3.83602213e+00  1.36549834e+00  3.24694257e-02  2.72963308e-02
 -2.30730634e-03 -3.43446217e-04  0.00000000e+00]","[ 3.20821837e+00  3.41921380e-01  1.02897816e+00  3.77562421e-01
  3.47863715e-02 -5.88612617e-03  1.13859933e-03  3.55127691e-03
  1.65745473e-04  1.68772129e-03 -4.49674673e-04  1.01897434e-03
  0.00000000e+00]"
tt5362988,[-0.86649069 -2.65150323],[-1.6258137  0.7797919],[-3.05652514 -0.2439276  -1.71537672  0.        ],"[-0.58180335 -1.11529348 -2.88236704 -4.37885766 -4.71568042 -0.18905469
  0.        ]","[ 0.06791083 -0.94905451  0.33706888 -1.34148102  0.31414289 -1.05860358
  0.37274568  0.19190413 -0.17972265  0.87764123 -0.42874969  1.49510453
  0.        ]"
tt5390504,[-0.86429073  0.0306152 ],[-1.28931588  0.02399394],[2.10021723 0.00816835 0.09177115 0.        ],"[-2.11310055 -1.04413104 -0.41042893 -0.14525932 -0.07102635 -0.13184103
  0.        ]","[ 0.1592716  -3.22149452  3.56121401 -3.75002639  0.55839984 -0.55439985
  0.08195661  0.00535727  0.00843987  0.06542873 -0.04564034  0.01968384
  0.        ]"
tt5427194,[ 2.41595532 -4.42561787],[5.34631712 0.16789654],[2.60664851 0.55574277 0.13148083 0.        ],"[ 3.60464542  0.92025985  0.22428442 -0.1268262  -0.06649955  0.00504406
  0.        ]","[ 4.26098249e+00 -1.13879649e+00  2.11820497e+00 -1.08765963e+00
  3.22656429e-01 -1.36206692e-01  3.28844419e-02  3.06606328e-02
 -1.15025717e-02  9.17208427e-02 -3.50008205e-03  3.84794165e-02
  0.00000000e+00]"
tt5433138,[ 2.45647558 -4.58162646],[5.03398856 0.27586127],[4.08093115 0.37515753 0.19611554 0.        ],"[ 4.24941337e+00  8.68578588e-01 -1.61348748e-01 -1.78234053e-01
 -4.87088465e-02 -3.46303246e-03  0.00000000e+00]","[ 3.71203274 -0.44359042  0.7348856  -0.36517117  0.22482525 -0.29282683
  0.06323583  0.01192557  0.02135214  0.10441421  0.0150035   0.06935921
  0.        ]"
tt5433140,[ 2.28328101 -4.14727233],[4.99294292 0.11327926],[3.67676775 0.44511252 0.07854455 0.        ],"[ 4.60560271e+00  1.26558123e+00 -2.21211449e-02 -1.52854433e-02
 -1.74210727e-02  2.34727175e-05  0.00000000e+00]","[ 3.92753399 -0.26024734  1.18688764 -0.45026433  0.19911603 -0.21338876
  0.07455338 -0.0321792   0.02072705  0.04855203  0.01424146  0.01506696
  0.        ]"
tt5437928,[-1.2978038  -0.55438735],[-0.74269548  0.1846655 ],[-1.93985528  2.42731364 -0.4215063   0.        ],"[-0.48865945 -0.92974848 -3.56703702 -4.4591517  -1.59767987 -0.26935376
  0.        ]","[ 0.5001194  -1.64734089  1.65012959 -2.2137366   0.9763219  -1.98500148
  0.63751233  0.03182941 -0.29347871  0.97211623 -0.27284001  0.75421992
  0.        ]"
tt5439796,[ 3.19160434 -0.0464155 ],[3.67056588 0.01848643],[ 3.07486951 -0.73225319 -0.11773545  0.        ],"[ 2.86559293 -0.38579208 -1.50394302 -0.40291428 -0.38405127 -0.00476759
  0.        ]","[ 3.42436372 -0.76653357  1.81020522 -2.20774025  1.89160759 -1.5843687
  0.3860089   0.29851619 -0.11334994  0.14025944 -0.0298289   0.06206307
  0.        ]"
tt5439812,[ 3.118262   -5.62641335],[6.38222491 0.10650401],[3.98440549 0.87286    0.09539822 0.        ],"[ 2.72732031  1.37477338  0.56446149  0.21277481  0.0751446  -0.02542957
  0.        ]","[-0.58718543  1.20666919  0.04141731  0.19574069  0.39131507  0.10487518
  0.21031694  0.01371651  0.10803511 -0.0117264   0.01194063 -0.04179785
  0.        ]"
tt5442430,[ 2.44049944 -4.44892219],[5.56503643 0.14175839],[3.68114725 0.484414   0.12766256 0.        ],"[ 3.85383149  0.96038849  0.26616341 -0.11062518 -0.05400817  0.01835568
  0.        ]","[ 3.65950231 -0.4545637   1.4780188  -0.47547751  0.18511445 -0.01956604
  0.03727509  0.05715834  0.00733873  0.09342385  0.01885518  0.01913184
  0.        ]"
tt5461944,[-1.19269222 -0.0510621 ],[-1.29130053  0.02539753],[ 1.06762294  0.07189616 -0.05919578  0.        ],"[-2.06406179 -0.90543356 -1.39385772 -0.80287295 -0.51937809 -0.04285227
  0.        ]","[ 0.08763574 -3.08745895  3.70923537 -4.00654427  0.54109454 -0.99053802
  0.2600416   0.20374123 -0.08079791  0.18898442 -0.00987658  0.07953676
  0.        ]"
tt5462602,[-1.55477025 -1.69196762],[-1.09768914  1.20221954],[-2.65098068  2.17150768 -0.45673272  0.        ],"[-0.6998708  -0.73319958 -3.80190586 -4.77833831 -2.25976643 -0.53924701
  0.        ]","[ 0.18499853 -1.33312672  0.7784558  -1.89017838  0.39947583 -1.35933041
  0.09069261  0.74149435 -0.56650678  1.78772149 -0.70817101  1.29323226
  0.        ]"
tt5463162,[ 2.39753664 -4.42188539],[4.98730281 0.20519746],[3.73908366 0.41827615 0.11998338 0.        ],"[ 4.64952975  1.03073903 -0.09199654 -0.17509876 -0.06452897 -0.0519271
  0.        ]","[ 3.64486067 -0.19577585  1.15928302 -0.6023867   0.23910005 -0.33392727
  0.09642787 -0.05019184  0.02779325  0.12434859 -0.0064188   0.08384085
  0.        ]"
